company,profits,rank,revenues,year
GTE,"2,444.6",34,"19,944.3",1995
United Parcel Service,943.3,35,"19,575.7",1995
Fannie Mae,"2,131.6",36,"18,572.4",1995
Citigroup,"1,326.0",37,"18,465.0",1995
Cigna,554.0,38,"18,392.0",1995
American Stores,345.2,39,"18,355.1",1995
Merrill Lynch,"1,016.8",40,"18,233.1",1995
Xerox,794.0,41,"17,837.0",1995
Kroger,302.8,27,"23,937.8",1996
Target,311.0,28,"23,516.0",1996
Lockheed Martin,682.0,29,"22,853.0",1996
United Technologies,750.0,30,"22,802.0",1996
Allstate,"1,904.0",31,"22,793.0",1996
Citicorp,"3,788.0",20,"32,605.0",1997
PepsiCo,"1,149.0",21,"31,645.0",1997
Kmart Holding,-220.0,22,"31,437.0",1997
American Intl. Group,"2,897.3",23,"28,205.3",1997
Motorola,"1,154.0",24,"27,973.0",1997
AT&T,"4,638.0",10,"53,261.0",1998
Boeing,-178.0,11,"45,800.0",1998
Texaco,"2,664.0",12,"45,187.0",1998
State Farm Insurance Cos,"3,833.3",13,"43,957.0",1998
Hewlett-Packard,"3,119.0",14,"42,895.0",1998
DuPont,"2,405.0",15,"41,304.0",1998
Sears Roebuck,"1,188.0",16,"41,296.0",1998
Citigroup,"3,104.0",17,"37,609.0",1998
Prudential Ins. Co. of America,610.0,18,"37,073.0",1998
ChevronTexaco,"3,256.0",19,"36,376.0",1998
Mobil,"2,945.0",13,"47,061.0",1999
Hewlett-Packard,"1,319.7",14,"44,620.9",1999
Sears Roebuck,"1,048.0",15,"41,322.0",1999
DuPont,"4,480.0",16,"39,130.0",1999
Procter & Gamble,"3,780.0",17,"37,154.0",1999
TIAA-CREF,840.4,18,"35,889.1",1999
Merrill Lynch,"1,259.0",19,"35,853.0",1999
Prudential Ins. Co. of America,"1,106.0",20,"34,427.0",1999
Kmart Holding,568.0,21,"33,674.0",1999
Wal-Mart Stores,"5,377.0",2,"166,809.0",2000
Exxon Mobil,"7,910.0",3,"163,881.0",2000
Ford Motor,"7,237.0",4,"162,558.0",2000
General Electric,"10,717.0",5,"111,630.0",2000
Intl. Business Machines,"7,712.0",6,"87,548.0",2000
Citigroup,"9,867.0",7,"82,005.0",2000
AT&T,"3,428.0",8,"62,391.0",2000
Altria Group,"7,675.0",9,"61,751.0",2000
Boeing,"2,309.0",10,"57,993.0",2000
Exxon Mobil,"17,720.0",1,"210,392.0",2001
Wal-Mart Stores,"6,295.0",2,"193,295.0",2001
General Motors,"4,452.0",3,"184,632.0",2001
Ford Motor,"3,467.0",4,"180,598.0",2001
General Electric,"12,735.0",5,"129,853.0",2001
Citigroup,"13,519.0",6,"111,826.0",2001
Dana,132.1,99,"5,156.7",1990
Litton Industries,178.3,100,"5,130.3",1990
Apple Computer,474.9,95,"5,558.4",1991
Northrop Grumman,210.4,96,"5,492.6",1991
Fort James,78.2,97,"5,422.7",1991
Scott Paper,148.0,98,"5,390.9",1991
BASF,N.A.,99,"5,381.2",1991
Litton Industries,178.8,100,"5,273.0",1991
LTV,74.1,87,"6,117.3",1992
Martin Marietta,313.1,88,"6,102.1",1992
Quaker Oats,205.8,89,"6,101.2",1992
Colgate-Palmolive,124.9,90,"6,093.7",1992
North American Philips,8.1,91,"6,064.6",1992
Kellogg,606.0,92,"5,786.6",1992
Reynolds Metals,154.1,93,"5,784.5",1992
Lyondell Chemical,222.0,94,"5,743.0",1992
Baxter International,441.0,61,"8,471.0",1993
Unisys,361.2,62,"8,421.9",1993
Textron,-355.4,63,"8,347.5",1993
TRW,-156.0,64,"8,311.0",1993
Hanson Industries NA,551.0,65,"8,288.3",1993
Abbott Laboratories,"1,239.1",66,"7,894.2",1993
Wyeth,"1,460.8",67,"7,873.7",1993
General Mills,495.6,68,"7,795.5",1993
Ralston Purina,313.2,69,"7,768.0",1993
Texas Instruments,472.0,58,"8,523.0",1994
Abbott Laboratories,"1,399.1",59,"8,407.8",1994
Wyeth,"1,469.3",60,"8,304.9",1994
Fortune Brands,469.8,61,"8,287.5",1994
Emerson Electric,708.1,62,"8,173.8",1994
General Mills,506.1,63,"8,134.6",1994
Occidental Petroleum,283.0,64,"8,116.0",1994
Hanson Industries NA,758.6,65,"8,111.5",1994
Aetna,467.5,42,"17,524.7",1995
Eastman Kodak,557.0,43,"16,862.0",1995
BellSouth,"2,159.8",44,"16,844.5",1995
Marathon Oil,501.0,45,"16,799.0",1995
BankAmerica Corp.,"2,176.0",46,"16,531.0",1995
Costco Wholesale,-112.4,47,"16,480.6",1995
Fannie Mae,"2,372.0",32,"22,246.0",1996
Merrill Lynch,"1,114.0",33,"21,513.0",1996
J.C. Penney,838.0,34,"21,419.0",1996
United Parcel Service,"1,043.0",35,"21,045.0",1996
Dow Chemical,"2,078.0",36,"20,957.0",1996
BankAmerica Corp.,"2,664.0",37,"20,386.0",1996
GTE,"-2,144.0",38,"19,957.0",1996
International Paper,"1,153.0",39,"19,797.0",1996
Boeing,393.0,40,"19,515.0",1996
Chase Manhattan Corp.,"2,461.0",25,"27,421.0",1997
Lockheed Martin,"1,347.0",26,"26,875.0",1997
Target,463.0,27,"25,371.0",1997
Kroger,349.9,28,"25,170.9",1997
Fannie Mae,"2,725.0",29,"25,054.0",1997
Merrill Lynch,"1,619.0",30,"25,011.0",1997
ConAgra Foods,188.9,31,"24,821.6",1997
Allstate,"2,075.0",32,"24,299.0",1997
J.C. Penney,565.0,33,"23,649.0",1997
United Technologies,906.0,34,"23,512.0",1997
Procter & Gamble,"3,415.0",20,"35,764.0",1998
Citicorp,"3,591.0",21,"34,697.0",1998
Amoco,"2,720.0",22,"32,836.0",1998
Kmart Holding,249.0,23,"32,183.0",1998
Merrill Lynch,"1,906.0",24,"31,731.0",1998
J.C. Penney,566.0,25,"30,546.0",1998
American Intl. Group,"3,332.3",26,"30,519.5",1998
Chase Manhattan Corp.,"3,708.0",27,"30,381.0",1998
Verizon Communications,"2,454.9",28,"30,193.9",1998
Motorola,"1,180.0",29,"29,794.0",1998
American Intl. Group,"3,765.6",22,"33,296.0",1999
Chase Manhattan Corp.,"3,782.0",23,"32,379.0",1999
Texaco,578.0,24,"31,707.0",1999
Verizon Communications,"2,965.3",25,"31,565.9",1999
Fannie Mae,"3,418.1",26,"31,498.8",1999
Enron,703.0,27,"31,260.0",1999
Compaq Computer,"-2,743.0",28,"31,169.0",1999
Morgan Stanley,"3,276.0",29,"31,131.0",1999
Target,935.0,30,"30,951.0",1999
J.C. Penney,594.0,31,"30,678.0",1999
Home Depot,"1,614.0",32,"30,219.0",1999
Lucent Technologies,970.0,33,"30,147.0",1999
Motorola,-962.0,34,"29,398.0",1999
Bank of America Corp.,"7,882.0",11,"51,392.0",2000
SBC Communications,"8,159.0",12,"49,489.0",2000
Hewlett-Packard,"3,491.0",13,"48,253.0",2000
Kroger,955.9,14,"45,351.6",2000
State Farm Insurance Cos,"1,034.1",15,"44,637.2",2000
Sears Roebuck,"1,453.0",16,"41,071.0",2000
American Intl. Group,"5,055.4",17,"40,656.1",2000
Enron,893.0,18,"40,112.0",2000
Enron,979.0,7,"100,789.0",2001
Intl. Business Machines,"8,093.0",8,"88,396.0",2001
AT&T,"4,669.0",9,"65,981.0",2001
Verizon Communications,"11,797.0",10,"64,707.0",2001
Altria Group,"8,510.0",11,"63,276.0",2001
Chase Manhattan Corp.,"5,727.0",12,"60,065.0",2001
Bank of America Corp.,"7,517.0",13,"57,747.0",2001
SBC Communications,"7,967.0",14,"51,476.0",2001
Boeing,"2,128.0",15,"51,321.0",2001
Wal-Mart Stores,"6,671.0",1,"219,812.0",2002
Exxon Mobil,"15,320.0",2,"191,581.0",2002
General Motors,601.0,3,"177,260.0",2002
Ford Motor,"-5,453.0",4,"162,412.0",2002
Eli Lilly,"1,314.7",95,"5,725.7",1992
PPG Industries,276.2,96,"5,725.2",1992
Northrop Grumman,200.8,97,"5,705.5",1992
Stone Container,-49.1,98,"5,392.7",1992
Litton Industries,63.5,99,"5,313.3",1992
Warner-Lambert,34.8,100,"5,166.6",1992
Emerson Electric,662.9,70,"7,706.0",1993
Texas Instruments,247.0,71,"7,470.0",1993
Pfizer,810.9,72,"7,414.8",1993
Whirlpool,205.0,73,"7,309.4",1993
Borden Chemical,-439.6,74,"7,142.6",1993
Kimberly-Clark,135.0,75,"7,091.1",1993
Apple Computer,530.4,76,"7,086.5",1993
Hoechst Celanese,-7.0,77,"7,044.0",1993
Colgate-Palmolive,477.0,78,"7,035.3",1993
Deere,37.4,79,"6,960.7",1993
Unocal,213.0,66,"8,077.0",1994
Apple Computer,86.6,67,"7,977.0",1994
TRW,195.4,68,"7,947.9",1994
Ralston Purina,122.6,69,"7,902.2",1994
Monsanto,494.0,70,"7,902.0",1994
Unisys,565.4,71,"7,742.5",1994
Deere,-920.9,72,"7,693.8",1994
Whirlpool,51.0,73,"7,533.0",1994
Pfizer,657.5,74,"7,477.7",1994
Sunoco,288.0,75,"7,297.0",1994
Compaq Computer,462.0,76,"7,191.0",1994
Coca-Cola,"2,554.0",48,"16,172.0",1995
AMR,228.0,49,"16,137.0",1995
Supervalu,185.3,50,"15,936.9",1995
Fleming,56.2,51,"15,753.5",1995
Johnson & Johnson,"2,006.0",52,"15,734.0",1995
Atlantic Richfield,919.0,53,"15,682.0",1995
Safeway,239.7,54,"15,626.6",1995
American Express,"1,413.0",55,"15,593.0",1995
Xerox,-472.0,41,"18,963.0",1996
Cigna,211.0,42,"18,955.0",1996
Johnson & Johnson,"2,403.0",43,"18,842.0",1996
Loews,"1,765.7",44,"18,770.0",1996
American Stores,316.8,45,"18,308.9",1996
Costco Wholesale,133.9,46,"18,247.3",1996
Marathon Oil,214.0,47,"18,214.0",1996
Coca-Cola,"2,986.0",48,"18,018.0",1996
BellSouth,"-1,232.0",49,"17,886.0",1996
MetLife,800.0,35,"23,000.0",1997
Boeing,"1,095.0",36,"22,681.0",1997
United Parcel Service,"1,146.0",37,"22,368.0",1997
BankAmerica Corp.,"2,873.0",38,"22,071.0",1997
Johnson & Johnson,"2,887.0",39,"21,620.0",1997
Citigroup,"2,331.0",40,"21,345.4",1997
GTE,"2,798.3",41,"21,339.2",1997
Marathon Oil,943.0,42,"21,076.0",1997
Intel,"5,157.0",43,"20,847.0",1997
International Paper,303.0,44,"20,143.0",1997
Dow Chemical,"1,907.0",45,"20,053.0",1997
TIAA-CREF,"1,226.6",30,"29,348.4",1998
PepsiCo,"2,142.0",31,"29,292.0",1998
Lockheed Martin,"1,300.0",32,"28,069.0",1998
Fannie Mae,"3,055.8",33,"27,776.9",1998
Target,751.0,34,"27,757.0",1998
Morgan Stanley,"2,586.0",35,"27,132.0",1998
Kroger,411.7,36,"26,567.3",1998
Lucent Technologies,541.0,37,"26,360.0",1998
Intel,"6,945.0",38,"25,070.0",1998
SBC Communications,"4,023.0",35,"28,777.0",1999
Kroger,410.8,36,"28,203.3",1999
Merck,"5,248.2",37,"26,898.2",1999
ChevronTexaco,"1,976.0",38,"26,801.0",1999
MetLife,"1,343.0",39,"26,735.0",1999
Intel,"6,068.0",40,"26,273.0",1999
Lockheed Martin,"1,001.0",41,"26,266.0",1999
Allstate,"3,294.0",42,"25,879.0",1999
United Technologies,"1,255.0",43,"25,715.0",1999
Bank One Corp.,"3,108.0",44,"25,595.0",1999
GTE,"2,172.0",45,"25,473.0",1999
TIAA-CREF,"1,024.1",19,"39,410.2",2000
Compaq Computer,569.0,20,"38,525.0",2000
Home Depot,"2,320.0",21,"38,434.0",2000
Lucent Technologies,"4,766.0",22,"38,303.0",2000
Procter & Gamble,"3,763.0",23,"38,125.0",2000
Albertson's,404.1,24,"37,478.1",2000
MCI WorldCom,"4,013.0",25,"37,120.0",2000
Fannie Mae,"3,911.9",26,"36,968.6",2000
Kmart Holding,403.0,27,"35,925.0",2000
Texaco,"2,542.0",16,"51,130.0",2001
Duke Energy,"1,776.0",17,"49,318.0",2001
Kroger,876.9,18,"49,000.4",2001
Hewlett-Packard,"3,697.0",19,"48,782.0",2001
ChevronTexaco,"5,185.0",20,"48,069.0",2001
State Farm Insurance Cos,408.1,21,"47,863.1",2001
American Intl. Group,"5,636.1",22,"45,972.0",2001
Home Depot,"2,581.0",23,"45,738.0",2001
Morgan Stanley,"5,456.0",24,"45,413.0",2001
Enron,N.A.,5,"138,718.0",2002
General Electric,"13,684.0",6,"125,913.0",2002
Citigroup,"14,126.0",7,"112,022.0",2002
ChevronTexaco,"3,288.0",8,"99,699.0",2002
Intl. Business Machines,"7,723.0",9,"85,866.0",2002
Altria Group,"8,560.0",10,"72,944.0",2002
Verizon Communications,389.0,11,"67,190.0",2002
American Intl. Group,"5,363.0",12,"62,402.0",2002
American Electric Power,970.8,13,"61,257.0",2002
Duke Energy,"1,898.0",14,"59,503.0",2002
AT&T,"7,715.0",15,"59,142.0",2002
Wal-Mart Stores,"8,039.0",1,"246,525.0",2003
H.J. Heinz,638.3,80,"6,628.5",1993
Bestfoods,223.8,81,"6,599.0",1993
Bayer Corporation,69.8,82,"6,499.0",1993
Sealed Air,-294.5,83,"6,329.6",1993
Eli Lilly,708.7,84,"6,282.3",1993
Campbell Soup,490.5,85,"6,278.5",1993
Honeywell,246.8,86,"6,254.0",1993
Kellogg,431.2,87,"6,190.6",1993
Colgate-Palmolive,189.9,77,"7,141.3",1994
H.J. Heinz,396.3,78,"7,103.4",1994
Kimberly-Clark,510.9,79,"6,972.9",1994
Hoechst Celanese,101.0,80,"6,899.0",1994
Bestfoods,454.5,81,"6,738.0",1994
Borden Chemical,-630.7,82,"6,700.0",1994
Campbell Soup,8.2,83,"6,586.2",1994
Bayer Corporation,131.7,84,"6,586.0",1994
Eli Lilly,480.2,85,"6,452.4",1994
Kellogg,680.7,86,"6,295.4",1994
Cooper Industries,367.1,87,"6,273.8",1994
Johnson Controls,15.9,88,"6,181.7",1994
Sara Lee,199.0,56,"15,536.0",1995
Nabisco Group Holdings,519.0,57,"15,366.0",1995
3M,"1,322.0",58,"15,079.0",1995
Merck,"2,997.0",59,"14,969.8",1995
International Paper,357.0,60,"14,966.0",1995
Caterpillar,955.0,61,"14,328.0",1995
UAL,51.0,62,"13,950.0",1995
Verizon Communications,-754.8,63,"13,791.4",1995
Sara Lee,804.0,50,"17,719.0",1996
Columbia/HCA Healthcare,961.1,51,"17,695.0",1996
Fleming,42.0,52,"17,501.6",1996
AMR,167.0,53,"16,910.0",1996
Atlantic Richfield,"1,376.0",54,"16,739.0",1996
Merck,"3,335.2",55,"16,681.1",1996
Citigroup,"1,834.0",56,"16,583.0",1996
Supervalu,43.3,57,"16,563.8",1996
Safeway,326.3,58,"16,397.5",1996
Bank of America Corp.,"1,950.0",59,"16,298.0",1996
Intel,"3,566.0",60,"16,202.0",1996
Loews,"1,383.9",46,"19,964.8",1997
Columbia/HCA Healthcare,"1,505.0",47,"19,909.0",1997
Merck,"3,881.3",48,"19,828.7",1997
Costco Wholesale,248.8,49,"19,566.5",1997
Home Depot,937.7,50,"19,535.5",1997
Xerox,"1,206.0",51,"19,521.0",1997
Atlantic Richfield,"1,663.0",52,"19,168.5",1997
BellSouth,"2,863.0",53,"19,040.0",1997
Cigna,"1,056.0",54,"18,950.0",1997
Walt Disney,"1,214.0",55,"18,739.0",1997
American Stores,287.2,56,"18,678.1",1997
Allstate,"3,105.0",39,"24,949.0",1998
SBC Communications,"1,474.0",40,"24,856.0",1998
United Technologies,"1,072.0",41,"24,713.0",1998
Compaq Computer,"1,855.0",42,"24,584.0",1998
MetLife,"1,203.0",43,"24,374.0",1998
Home Depot,"1,160.0",44,"24,155.7",1998
ConAgra Foods,615.0,45,"24,002.1",1998
Merck,"4,614.1",46,"23,636.9",1998
United Parcel Service,"1,741.0",46,"24,788.0",1999
Marathon Oil,674.0,47,"24,754.0",1999
Safeway,806.7,48,"24,484.2",1999
Costco Wholesale,459.8,49,"24,269.9",1999
ConAgra Foods,613.2,50,"23,840.5",1999
Johnson & Johnson,"3,059.0",51,"23,657.0",1999
BellSouth,"3,527.0",52,"23,123.0",1999
Walt Disney,"1,850.0",53,"22,976.0",1999
PepsiCo,"1,993.0",54,"22,348.0",1999
Ingram Micro,245.2,55,"22,034.0",1999
Texaco,"1,177.0",28,"35,690.0",2000
Merrill Lynch,"2,618.0",29,"34,879.0",2000
Morgan Stanley,"4,791.0",30,"33,928.0",2000
Chase Manhattan Corp.,"5,446.0",31,"33,710.0",2000
Target,"1,144.0",32,"33,702.0",2000
Bell Atlantic,"4,202.0",33,"33,174.0",2000
Merck,"5,890.5",34,"32,714.0",2000
ChevronTexaco,"2,070.0",35,"32,676.0",2000
J.C. Penney,336.0,36,"32,510.0",2000
Motorola,817.0,37,"30,931.0",2000
Merrill Lynch,"3,784.0",25,"44,872.0",2001
Fannie Mae,"4,447.6",26,"44,088.9",2001
Compaq Computer,569.0,27,"42,383.0",2001
Lucent Technologies,"1,219.0",28,"41,420.0",2001
Sears Roebuck,"1,343.0",29,"40,937.0",2001
Merck,"6,821.7",30,"40,363.2",2001
Procter & Gamble,"3,542.0",31,"39,951.0",2001
MCI WorldCom,"4,153.0",32,"39,090.0",2001
TIAA-CREF,"1,222.0",33,"38,063.5",2001
Boeing,"2,827.0",16,"58,198.0",2002
El Paso,93.0,17,"57,475.0",2002
Home Depot,"3,044.0",18,"53,553.0",2002
Bank of America Corp.,"6,792.0",19,"52,641.0",2002
Fannie Mae,"5,894.1",20,"50,803.0",2002
Chase Manhattan Corp.,"1,694.0",21,"50,429.0",2002
Kroger,"1,042.5",22,"50,098.0",2002
Cardinal Health,857.4,23,"47,947.6",2002
Merck,"7,281.8",24,"47,715.7",2002
State Farm Insurance Cos,"-4,995.7",25,"46,705.2",2002
CenterPoint Energy,980.6,26,"46,225.8",2002
SBC Communications,"7,242.0",27,"45,908.0",2002
Hewlett-Packard,408.0,28,"45,226.0",2002
Morgan Stanley,"3,521.0",29,"43,727.0",2002
General Motors,"1,736.0",2,"186,763.0",2003
Exxon Mobil,"11,460.0",3,"182,466.0",2003
Ford Motor,-980.0,4,"163,630.0",2003
General Electric,"14,118.0",5,"131,698.0",2003
Citigroup,"15,276.0",6,"100,789.0",2003
ChevronTexaco,"1,132.0",7,"92,043.0",2003
Intl. Business Machines,"3,579.0",8,"83,132.0",2003
American Intl. Group,"5,518.9",9,"67,722.8",2003
Verizon Communications,"4,079.0",10,"67,625.0",2003
Altria Group,"11,102.0",11,"62,182.0",2003
Wal-Mart Stores,"9,054.0",1,"258,681.0",2004
Union Carbide,-175.0,88,"6,167.0",1993
Cooper Industries,-228.7,89,"6,158.5",1993
North American Philips,49.8,90,"6,138.0",1993
Intel,"1,066.5",91,"5,985.4",1993
Amerada Hess,7.5,92,"5,970.4",1993
Martin Marietta,345.4,93,"5,970.1",1993
PPG Industries,319.4,94,"5,857.7",1993
Litton Industries,174.4,95,"5,741.4",1993
Reynolds Metals,-748.8,96,"5,620.3",1993
Warner-Lambert,644.0,97,"5,597.6",1993
Quaker Oats,247.6,98,"5,586.0",1993
Levi Strauss,360.8,99,"5,570.3",1993
Northrop Grumman,121.0,100,"5,550.0",1993
Honeywell,322.2,89,"5,963.0",1994
Levi Strauss,492.4,90,"5,892.5",1994
Amerada Hess,-268.2,91,"5,851.6",1994
Warner-Lambert,331.0,92,"5,793.7",1994
PPG Industries,22.2,93,"5,753.9",1994
Sealed Air,26.0,94,"5,736.6",1994
Quaker Oats,167.1,95,"5,730.6",1994
Litton Industries,65.2,96,"5,480.2",1994
Coca-Cola Enterprises,-15.0,97,"5,465.0",1994
Loews,267.8,64,"13,515.2",1995
Digital Equipment,"-2,156.1",65,"13,450.8",1995
MCI Communications,795.0,66,"13,338.0",1995
Nynex,792.6,67,"13,306.6",1995
Tenneco Automotive,396.0,68,"13,222.0",1995
McDonnell Douglas,598.0,69,"13,176.0",1995
Lockheed Martin,445.0,70,"13,130.0",1995
Bank of America Corp.,"1,690.0",71,"13,126.0",1995
Honeywell Intl.,759.0,72,"12,817.0",1995
Georgia-Pacific,310.0,73,"12,738.0",1995
New York Life Insurance,625.2,61,"16,201.7",1996
3M,976.0,62,"16,105.0",1996
Caterpillar,"1,136.0",63,"16,072.0",1996
Nabisco Group Holdings,611.0,64,"16,008.0",1996
American Express,"1,564.0",65,"15,841.0",1996
Home Depot,731.5,66,"15,470.4",1996
Eastman Kodak,"1,252.0",67,"15,269.0",1996
MCI Communications,548.0,68,"15,265.0",1996
Federated Dept. Stores,74.6,69,"15,048.5",1996
UAL,349.0,70,"14,943.0",1996
Chase Manhattan Corp.,"1,805.0",71,"14,884.0",1996
Compaq Computer,789.0,72,"14,755.0",1996
Sara Lee,916.0,57,"18,624.0",1997
Coca-Cola,"3,492.0",58,"18,546.0",1997
MCI Communications,"1,202.0",59,"18,494.0",1997
Compaq Computer,"1,312.9",60,"18,109.0",1997
AMR,"1,016.0",61,"17,753.0",1997
Bank of America Corp.,"2,452.0",62,"17,509.0",1997
New York Life Insurance,579.4,63,"17,347.0",1997
American Express,"1,901.0",64,"17,280.0",1997
Safeway,460.6,65,"17,269.0",1997
BankAmerica Corp.,"3,210.0",47,"23,585.0",1998
GTE,"2,793.6",48,"23,260.0",1998
Johnson & Johnson,"3,303.0",49,"22,629.0",1998
Safeway,557.4,50,"22,483.8",1998
Walt Disney,"1,966.0",51,"22,473.0",1998
United Parcel Service,909.0,52,"22,458.0",1998
Costco Wholesale,312.2,53,"21,874.4",1998
Bank of America Corp.,"3,077.0",54,"21,734.0",1998
Marathon Oil,988.0,55,"21,057.0",1998
Wachovia Corp.,"2,891.0",56,"21,543.0",1999
Cigna,"1,292.0",57,"21,437.0",1999
Caterpillar,"1,513.0",58,"20,977.0",1999
McKesson,154.9,59,"20,857.3",1999
Loews,464.8,60,"20,713.0",1999
Aetna,848.1,61,"20,604.1",1999
Wells Fargo,"1,950.0",62,"20,482.0",1999
Xerox,395.0,63,"20,019.0",1999
Sara Lee,-523.0,64,"20,011.0",1999
PG&E Corp.,719.0,65,"19,942.0",1999
Lehman Brothers Hldgs.,736.0,66,"19,894.0",1999
American Stores,233.7,67,"19,866.7",1999
McKesson,84.9,38,"30,382.3",2000
Intel,"7,314.0",39,"29,389.0",2000
Safeway,970.9,40,"28,859.9",2000
Ingram Micro,183.4,41,"28,068.6",2000
DuPont,"7,690.0",42,"27,892.0",2000
Johnson & Johnson,"4,167.0",43,"27,471.0",2000
Costco Wholesale,397.3,44,"27,456.0",2000
Time Warner,"1,948.0",45,"27,333.0",2000
Motorola,"1,318.0",34,"37,580.0",2001
McKesson,723.7,35,"37,100.5",2001
Kmart Holding,-244.0,36,"37,028.0",2001
Target,"1,264.0",37,"36,903.0",2001
Albertson's,765.0,38,"36,762.0",2001
Marathon Oil,411.0,39,"35,570.0",2001
Berkshire Hathaway,"3,328.0",40,"33,976.0",2001
Intel,"10,535.0",41,"33,726.0",2001
Goldman Sachs Group,"3,067.0",42,"33,000.0",2001
J.C. Penney,-705.0,43,"32,965.0",2001
Conoco,"1,902.0",44,"32,513.0",2001
Costco Wholesale,631.4,45,"32,164.3",2001
Safeway,"1,091.9",46,"31,976.9",2001
Dynegy,648.0,30,"42,242.0",2002
McKesson,-48.3,31,"42,010.0",2002
Sears Roebuck,735.0,32,"41,078.0",2002
Aquila,279.4,33,"40,376.8",2002
Target,"1,368.0",34,"39,888.0",2002
Procter & Gamble,"2,922.0",35,"39,244.0",2002
Merrill Lynch,573.0,36,"38,793.0",2002
Time Warner,"-4,921.0",37,"38,234.0",2002
ConocoPhillips,-295.0,12,"58,394.0",2003
Home Depot,"3,664.0",13,"58,247.0",2003
Hewlett-Packard,-903.0,14,"56,588.0",2003
Boeing,492.0,15,"54,069.0",2003
Fannie Mae,"4,618.8",16,"52,901.1",2003
Merck,"7,149.5",17,"51,790.3",2003
Kroger,"1,204.9",18,"51,759.5",2003
Cardinal Health,"1,056.2",19,"51,135.7",2003
McKesson,418.6,20,"50,006.0",2003
Exxon Mobil,"21,510.0",2,"213,199.0",2004
General Motors,"3,822.0",3,"195,645.2",2004
Ford Motor,495.0,4,"164,496.0",2004
General Electric,"15,002.0",5,"134,187.0",2004
ChevronTexaco,"7,230.0",6,"112,937.0",2004
ConocoPhillips,"4,735.0",7,"99,468.0",2004
Citigroup,"17,853.0",8,"94,713.0",2004
Intl. Business Machines,"7,583.0",9,"89,131.0",2004
American Intl. Group,"9,274.2",10,"81,300.0",2004
Hewlett-Packard,"2,539.0",11,"73,061.0",2004
Verizon Communications,"3,077.0",12,"67,752.0",2004
Home Depot,"4,304.0",13,"64,816.0",2004
Berkshire Hathaway,"8,151.0",14,"63,859.0",2004
Wal-Mart Stores,"10,267.0",1,"288,189.0",2005
Dana,79.6,98,"5,460.1",1994
Gillette,288.3,99,"5,410.8",1994
American Cyanamid,"-1,118.5",100,"5,305.6",1994
Chase Manhattan Corp.,"1,294.0",74,"12,685.0",1995
Sprint,888.2,75,"12,661.8",1995
Ameritech,"-1,063.0",76,"12,569.5",1995
Home Depot,604.5,77,"12,476.7",1995
McKesson,136.2,78,"12,428.2",1995
ConocoPhillips,484.0,79,"12,367.0",1995
Delta Air Lines,-409.0,80,"12,359.0",1995
Goodyear Tire & Rubber,567.0,81,"12,288.2",1995
May Dept. Stores,782.0,82,"12,223.0",1995
IBP,182.3,83,"12,075.4",1995
Honeywell Intl.,875.0,73,"14,346.0",1996
McDonnell Douglas,-416.0,74,"14,332.0",1996
Georgia-Pacific,"1,018.0",75,"14,292.0",1996
J.P. Morgan,"1,296.0",76,"13,838.0",1996
Digital Equipment,121.8,77,"13,813.1",1996
Kimberly-Clark,33.2,78,"13,788.6",1996
Bristol-Myers Squibb,"1,812.0",79,"13,767.0",1996
Sprint,395.3,80,"13,599.5",1996
ConocoPhillips,469.0,81,"13,521.0",1996
Lehman Brothers Hldgs.,242.0,82,"13,476.0",1996
Nabisco Group Holdings,611.0,66,"17,063.0",1997
Aetna,651.0,67,"16,900.2",1997
Caterpillar,"1,361.0",68,"16,522.0",1997
Fleming,26.7,69,"16,486.7",1997
Supervalu,166.4,70,"16,486.3",1997
UAL,533.0,71,"16,362.0",1997
Eastman Kodak,"1,288.0",72,"15,968.0",1997
J.P. Morgan,"1,574.0",73,"15,866.0",1997
ConocoPhillips,"1,303.0",74,"15,807.0",1997
Federated Dept. Stores,265.9,75,"15,229.0",1997
Bristol-Myers Squibb,"2,850.0",76,"15,065.0",1997
Ameritech,"2,134.0",77,"14,917.0",1997
Digital Equipment,-111.8,78,"14,562.8",1997
BellSouth,"3,261.0",56,"20,561.0",1998
Enron,105.0,57,"20,273.0",1998
International Paper,-151.0,58,"20,096.0",1998
Cigna,"1,086.0",59,"20,038.0",1998
Dow Chemical,"1,808.0",60,"20,018.0",1998
Sara Lee,"1,009.0",61,"19,734.0",1998
MCI Communications,2.0,62,"19,653.0",1998
New York Life Insurance,752.9,68,"19,848.9",1999
Raytheon,379.0,69,"19,681.0",1999
International Paper,864.0,70,"19,530.0",1999
AMR,213.0,71,"19,500.0",1999
American Express,"1,314.0",72,"19,205.0",1999
Coca-Cola,"2,141.0",73,"19,132.0",1999
Columbia/HCA Healthcare,"3,533.0",74,"18,813.0",1999
Dow Chemical,"1,310.0",75,"18,441.0",1999
J.P. Morgan,963.0,76,"18,425.0",1999
United Parcel Service,883.0,46,"27,052.0",2000
Allstate,"2,720.0",47,"26,959.0",2000
Prudential Financial,813.0,48,"26,618.0",2000
Aetna,716.9,49,"26,452.7",2000
Bank One Corp.,"3,479.0",50,"25,986.0",2000
Marathon Oil,698.0,51,"25,610.0",2000
Lockheed Martin,382.0,52,"25,530.0",2000
MetLife,617.0,53,"25,426.0",2000
MetLife,953.0,47,"31,947.0",2001
Dell,"2,177.0",48,"31,888.0",2001
Ingram Micro,226.2,49,"30,715.1",2001
